--------------- VOSTOK FLIGHT DATA ---------------
	battery	alt	temp	accelX	accelY	accelZ	rotA	rotX	rotY	rotZ
40.82	104.00	-0.19	40.63	0.62	-8.04	-0.29	1.63	-0.96	-0.22	0.15
40.84	104.00	-0.19	40.63	0.59	-8.08	-0.28	1.63	-0.96	-0.22	0.15
40.86	104.00	-0.19	40.63	0.57	-8.04	-0.27	1.63	-0.96	-0.22	0.15
40.88	104.00	-0.17	40.63	0.60	-8.04	-0.28	1.63	-0.96	-0.22	0.15
40.90	104.00	-0.17	40.63	0.59	-8.07	-0.28	1.63	-0.96	-0.22	0.15
40.92	104.00	-0.16	40.63	0.57	-8.05	-0.27	1.63	-0.96	-0.22	0.15
40.94	104.00	-0.16	40.63	0.60	-8.07	-0.30	1.63	-0.96	-0.22	0.15
40.96	104.00	-0.11	40.63	0.61	-8.06	-0.28	1.63	-0.96	-0.22	0.15
40.98	104.00	-0.11	40.63	0.59	-8.03	-0.26	1.63	-0.96	-0.22	0.15
41.00	104.00	-0.12	40.63	0.59	-8.05	-0.27	1.63	-0.96	-0.22	0.15
41.03	104.00	-0.12	40.63	0.59	-8.05	-0.28	1.63	-0.96	-0.22	0.15
41.04	104.00	-0.12	40.63	0.60	-8.05	-0.26	1.63	-0.96	-0.22	0.15
41.06	104.00	-0.12	40.63	0.60	-8.07	-0.25	1.63	-0.96	-0.22	0.15
41.08	104.00	-0.15	40.63	0.61	-8.05	-0.26	1.63	-0.96	-0.22	0.15
41.10	104.00	-0.15	40.63	0.62	-8.06	-0.29	1.63	-0.96	-0.22	0.15
41.12	104.00	-0.17	40.63	0.60	-8.06	-0.26	1.63	-0.96	-0.22	0.15
41.14	104.00	-0.17	40.63	0.59	-8.06	-0.28	1.63	-0.96	-0.22	0.15
41.16	104.00	-0.17	40.63	0.61	-8.03	-0.26	1.63	-0.96	-0.22	0.15
41.18	104.00	-0.19	40.63	0.60	-8.04	-0.28	1.63	-0.96	-0.22	0.15
41.20	104.00	-0.19	40.63	0.60	-8.07	-0.28	1.63	-0.96	-0.22	0.15
41.22	104.00	-0.19	40.63	0.60	-8.08	-0.28	1.63	-0.96	-0.22	0.15
41.24	104.00	-0.19	40.63	0.61	-8.04	-0.30	1.63	-0.96	-0.22	0.15
41.26	104.00	-0.19	40.63	0.57	-8.05	-0.24	1.63	-0.96	-0.22	0.15
41.28	104.00	-0.19	40.63	0.57	-8.05	-0.28	1.63	-0.96	-0.22	0.15
41.30	104.00	-0.21	40.63	0.60	-8.06	-0.27	1.63	-0.96	-0.22	0.15
41.32	104.00	-0.21	40.63	0.58	-8.05	-0.26	1.63	-0.96	-0.22	0.15
41.34	104.00	-0.21	40.63	0.58	-8.07	-0.23	1.63	-0.96	-0.22	0.15
41.36	104.00	-0.21	40.63	0.59	-8.07	-0.28	1.63	-0.96	-0.22	0.15
41.38	104.00	-0.22	40.63	0.57	-8.04	-0.26	1.63	-0.96	-0.22	0.15
41.40	104.00	-0.22	40.63	0.59	-8.05	-0.27	1.63	-0.96	-0.22	0.15
41.42	104.00	-0.24	40.63	0.59	-8.04	-0.27	1.63	-0.96	-0.22	0.15
41.44	104.00	-0.24	40.63	0.60	-8.06	-0.25	1.63	-0.96	-0.22	0.15
41.46	104.00	-0.27	40.63	0.58	-8.04	-0.26	1.63	-0.96	-0.22	0.15
41.48	104.00	-0.27	40.63	0.58	-8.07	-0.25	1.63	-0.96	-0.22	0.15
41.50	104.00	-0.26	40.62	0.59	-8.05	-0.27	1.63	-0.96	-0.22	0.15
41.52	104.00	-0.26	40.62	0.58	-8.07	-0.28	1.63	-0.96	-0.22	0.15
41.54	104.00	-0.26	40.62	0.60	-8.07	-0.28	1.63	-0.96	-0.22	0.15
41.56	104.00	-0.26	40.62	0.59	-8.07	-0.26	1.63	-0.96	-0.22	0.15
41.58	104.00	-0.26	40.62	0.57	-8.06	-0.27	1.63	-0.96	-0.22	0.15
41.60	104.00	-0.26	40.62	0.61	-8.04	-0.28	1.63	-0.96	-0.22	0.15
41.62	104.00	-0.26	40.62	0.60	-8.06	-0.29	1.63	-0.96	-0.22	0.15
41.64	104.00	-0.24	40.62	0.58	-8.04	-0.27	1.63	-0.96	-0.22	0.15
41.66	104.00	-0.24	40.62	0.58	-8.06	-0.25	1.63	-0.96	-0.22	0.15
41.68	104.00	-0.23	40.62	0.61	-8.03	-0.27	1.63	-0.96	-0.22	0.15
41.70	104.00	-0.23	40.62	0.59	-8.06	-0.27	1.63	-0.96	-0.22	0.15
41.72	104.00	-0.20	40.62	0.59	-8.05	-0.30	1.63	-0.96	-0.22	0.15
41.74	104.00	-0.20	40.62	0.59	-8.06	-0.30	1.63	-0.96	-0.22	0.15
41.76	104.00	-0.20	40.62	0.59	-8.03	-0.31	1.63	-0.96	-0.22	0.15
41.78	104.00	-0.20	40.62	0.60	-8.06	-0.27	1.63	-0.96	-0.22	0.15
41.80	104.00	-0.20	40.62	0.59	-8.04	-0.27	1.63	-0.96	-0.22	0.15
41.82	104.00	-0.20	40.62	0.59	-8.06	-0.29	1.63	-0.96	-0.22	0.15
41.84	104.00	-0.20	40.62	0.59	-8.07	-0.29	1.63	-0.96	-0.22	0.15
41.86	104.00	-0.20	40.62	0.59	-8.05	-0.27	1.63	-0.96	-0.22	0.15
41.88	104.00	-0.21	40.62	0.59	-8.04	-0.28	1.63	-0.96	-0.22	0.15
41.90	104.00	-0.21	40.62	0.59	-8.04	-0.30	1.63	-0.96	-0.22	0.15
41.92	104.00	-0.24	40.62	0.59	-8.06	-0.25	1.63	-0.96	-0.22	0.15
41.94	104.00	-0.24	40.62	0.59	-8.07	-0.26	1.63	-0.96	-0.22	0.15
41.96	104.00	-0.26	40.62	0.60	-8.05	-0.26	1.63	-0.96	-0.22	0.15
41.98	104.00	-0.26	40.62	0.59	-8.06	-0.27	1.63	-0.96	-0.22	0.15
42.00	104.00	-0.27	40.62	0.59	-8.05	-0.25	1.63	-0.96	-0.22	0.15
42.03	104.00	-0.29	40.62	0.60	-8.06	-0.28	1.63	-0.96	-0.22	0.15
42.04	104.00	-0.29	40.62	0.61	-8.05	-0.30	1.63	-0.96	-0.22	0.15
42.06	104.00	-0.29	40.62	0.58	-8.04	-0.29	1.63	-0.96	-0.22	0.15
42.08	104.00	-0.29	40.62	0.59	-8.07	-0.27	1.63	-0.96	-0.22	0.15
42.10	104.00	-0.29	40.62	0.58	-8.04	-0.28	1.63	-0.96	-0.22	0.15
42.12	104.00	-0.29	40.62	0.58	-8.06	-0.30	1.63	-0.96	-0.22	0.15
42.14	104.00	-0.27	40.62	0.61	-8.07	-0.28	1.63	-0.96	-0.22	0.15
42.16	104.00	-0.27	40.62	0.60	-8.05	-0.30	1.63	-0.96	-0.22	0.15
42.18	104.00	-0.27	40.62	0.60	-8.08	-0.27	1.63	-0.96	-0.22	0.15
42.20	104.00	-0.27	40.62	0.61	-8.06	-0.30	1.63	-0.96	-0.22	0.15
42.22	104.00	-0.27	40.62	0.61	-8.07	-0.30	1.63	-0.96	-0.22	0.15
42.24	104.00	-0.27	40.62	0.60	-8.03	-0.27	1.63	-0.96	-0.22	0.15
42.26	104.00	-0.29	40.62	0.59	-8.05	-0.30	1.63	-0.96	-0.22	0.15
42.28	104.00	-0.29	40.62	0.61	-8.06	-0.30	1.63	-0.96	-0.22	0.15
42.30	104.00	-0.29	40.62	0.57	-8.08	-0.29	1.63	-0.96	-0.22	0.15
42.32	104.00	-0.29	40.62	0.60	-8.07	-0.29	1.63	-0.96	-0.22	0.15
42.34	104.00	-0.27	40.62	0.60	-8.05	-0.28	1.63	-0.96	-0.22	0.15
42.36	104.00	-0.27	40.62	0.59	-8.05	-0.26	1.63	-0.96	-0.22	0.15
42.38	104.00	-0.27	40.62	0.58	-8.06	-0.26	1.63	-0.96	-0.22	0.15
42.40	104.00	-0.27	40.62	0.60	-8.05	-0.26	1.63	-0.96	-0.22	0.15
42.42	104.00	-0.27	40.62	0.60	-8.06	-0.28	1.63	-0.96	-0.22	0.15
42.44	104.00	-0.27	40.62	0.56	-8.06	-0.25	1.63	-0.96	-0.22	0.15
42.46	104.00	-0.27	40.62	0.58	-8.10	-0.24	1.63	-0.96	-0.22	0.15
42.48	104.00	-0.29	40.62	0.62	-8.03	-0.28	1.63	-0.96	-0.22	0.15
42.50	104.00	-0.29	40.62	0.62	-8.07	-0.27	1.63	-0.96	-0.22	0.15
42.52	104.00	-0.26	40.62	0.57	-8.03	-0.23	1.63	-0.96	-0.22	0.15
42.54	104.00	-0.26	40.62	0.58	-8.06	-0.28	1.63	-0.96	-0.22	0.15
42.56	104.00	-0.27	40.62	0.60	-8.07	-0.31	1.63	-0.96	-0.22	0.15
42.58	104.00	-0.27	40.62	0.58	-8.06	-0.26	1.63	-0.96	-0.22	0.15
42.60	104.00	-0.26	40.62	0.55	-8.06	-0.24	1.63	-0.96	-0.22	0.15
42.62	104.00	-0.26	40.62	0.62	-8.05	-0.33	1.63	-0.96	-0.22	0.15
42.64	104.00	-0.26	40.62	0.57	-8.06	-0.28	1.63	-0.96	-0.22	0.15
42.66	104.00	-0.26	40.62	0.56	-8.05	-0.26	1.63	-0.96	-0.22	0.15
42.68	104.00	-0.26	40.62	0.59	-8.05	-0.32	1.63	-0.96	-0.22	0.15
42.70	104.00	-0.26	40.62	0.60	-8.04	-0.29	1.63	-0.96	-0.22	0.15
42.72	104.00	-0.24	40.62	0.61	-8.06	-0.30	1.63	-0.96	-0.22	0.15
42.74	104.00	-0.24	40.62	0.58	-8.07	-0.29	1.63	-0.96	-0.22	0.15
42.76	104.00	-0.21	40.62	0.57	-8.05	-0.28	1.63	-0.96	-0.22	0.15
42.78	104.00	-0.21	40.62	0.62	-8.06	-0.33	1.63	-0.96	-0.22	0.15
42.80	104.00	-0.24	40.62	0.62	-8.06	-0.27	1.63	-0.96	-0.22	0.15
42.82	104.00	-0.24	40.62	0.59	-8.05	-0.26	1.63	-0.96	-0.22	0.15
42.84	104.00	-0.19	40.62	0.60	-8.07	-0.25	1.63	-0.96	-0.22	0.15
42.86	104.00	-0.19	40.62	0.63	-8.08	-0.28	1.63	-0.96	-0.22	0.15
42.88	104.00	-0.19	40.62	0.60	-8.04	-0.25	1.63	-0.96	-0.22	0.15
42.90	104.00	-0.18	40.62	0.61	-8.06	-0.27	1.63	-0.96	-0.22	0.15
42.92	104.00	-0.18	40.62	0.59	-8.08	-0.26	1.63	-0.96	-0.22	0.15
42.94	104.00	-0.18	40.62	0.60	-8.05	-0.28	1.63	-0.96	-0.22	0.15
42.96	104.00	-0.18	40.62	0.57	-8.06	-0.29	1.63	-0.96	-0.22	0.15
42.98	104.00	-0.18	40.62	0.59	-8.05	-0.25	1.63	-0.96	-0.22	0.15
43.00	104.00	-0.18	40.62	0.57	-8.05	-0.29	1.63	-0.96	-0.22	0.15
43.03	104.00	-0.18	40.62	0.58	-8.05	-0.27	1.63	-0.96	-0.22	0.15
43.04	104.00	-0.18	40.62	0.60	-8.06	-0.28	1.63	-0.96	-0.22	0.15
43.06	104.00	-0.15	40.62	0.58	-8.07	-0.28	1.63	-0.96	-0.22	0.15
43.08	104.00	-0.15	40.62	0.58	-8.05	-0.30	1.63	-0.96	-0.22	0.15
43.10	104.00	-0.15	40.62	0.57	-8.05	-0.28	1.63	-0.96	-0.22	0.15
43.12	104.00	-0.15	40.62	0.57	-8.04	-0.24	1.63	-0.96	-0.22	0.15
43.14	104.00	-0.15	40.62	0.58	-8.06	-0.27	1.63	-0.96	-0.22	0.15
43.16	104.00	-0.15	40.62	0.57	-8.06	-0.25	1.63	-0.96	-0.22	0.15
43.18	104.00	-0.14	40.62	0.61	-8.06	-0.26	1.63	-0.96	-0.22	0.15
43.20	104.00	-0.14	40.62	0.62	-8.06	-0.26	1.63	-0.96	-0.22	0.15
43.22	104.00	-0.14	40.62	0.61	-8.08	-0.26	1.63	-0.96	-0.22	0.15
43.24	104.00	-0.14	40.62	0.59	-8.06	-0.29	1.63	-0.96	-0.22	0.15
43.26	104.00	-0.14	40.62	0.59	-8.06	-0.27	1.63	-0.96	-0.22	0.15
43.28	104.00	-0.14	40.62	0.60	-8.06	-0.28	1.63	-0.96	-0.22	0.15
43.30	104.00	-0.12	40.62	0.60	-8.06	-0.23	1.63	-0.96	-0.22	0.15
43.32	104.00	-0.12	40.62	0.60	-8.08	-0.28	1.63	-0.96	-0.22	0.15
43.34	104.00	-0.14	40.62	0.62	-8.04	-0.24	1.63	-0.96	-0.22	0.15
43.36	104.00	-0.12	40.62	0.58	-8.07	-0.23	1.63	-0.96	-0.22	0.15
43.38	104.00	-0.12	40.62	0.61	-8.06	-0.28	1.63	-0.96	-0.22	0.15
43.40	104.00	-0.14	40.62	0.60	-8.08	-0.29	1.63	-0.96	-0.22	0.15
43.42	104.00	-0.14	40.62	0.61	-8.04	-0.28	1.63	-0.96	-0.22	0.15
43.44	104.00	-0.12	40.62	0.61	-8.08	-0.25	1.63	-0.96	-0.22	0.15
43.46	104.00	-0.12	40.62	0.59	-8.04	-0.28	1.63	-0.96	-0.22	0.15
43.48	104.00	-0.15	40.62	0.62	-8.08	-0.26	1.63	-0.96	-0.22	0.15
43.50	104.00	-0.15	40.62	0.61	-8.06	-0.26	1.63	-0.96	-0.22	0.15
43.52	104.00	-0.15	40.62	0.57	-8.07	-0.26	1.63	-0.96	-0.22	0.15
43.54	104.00	-0.15	40.62	0.59	-8.08	-0.27	1.63	-0.96	-0.22	0.15
43.56	104.00	-0.15	40.62	0.59	-8.08	-0.31	1.63	-0.96	-0.22	0.15
43.58	104.00	-0.15	40.62	0.58	-8.06	-0.27	1.63	-0.96	-0.22	0.15
43.60	104.00	-0.15	40.62	0.59	-8.06	-0.27	1.63	-0.96	-0.22	0.15
43.62	104.00	-0.15	40.62	0.60	-8.07	-0.27	1.63	-0.96	-0.22	0.15
43.64	104.00	-0.17	40.62	0.59	-8.04	-0.29	1.63	-0.96	-0.22	0.15
43.66	104.00	-0.17	40.62	0.58	-8.05	-0.27	1.63	-0.96	-0.22	0.15
43.68	104.00	-0.13	40.62	0.59	-8.03	-0.26	1.63	-0.96	-0.22	0.15
43.70	104.00	-0.13	40.62	0.57	-8.05	-0.24	1.63	-0.96	-0.22	0.15
43.72	104.00	-0.13	40.62	0.60	-8.07	-0.28	1.63	-0.96	-0.22	0.15
43.74	104.00	-0.13	40.62	0.58	-8.08	-0.28	1.63	-0.96	-0.22	0.15
43.76	104.00	-0.16	40.62	0.58	-8.06	-0.26	1.63	-0.96	-0.22	0.15
43.78	104.00	-0.16	40.62	0.59	-8.07	-0.27	1.63	-0.96	-0.22	0.15
43.80	104.00	-0.15	40.62	0.59	-8.05	-0.29	1.63	-0.96	-0.22	0.15
43.82	104.00	-0.17	40.62	0.61	-8.06	-0.25	1.63	-0.96	-0.22	0.15
43.84	104.00	-0.17	40.62	0.60	-8.04	-0.27	1.63	-0.96	-0.22	0.15
43.86	104.00	-0.19	40.62	0.60	-8.07	-0.31	1.63	-0.96	-0.22	0.15
43.88	104.00	-0.19	40.62	0.59	-8.05	-0.27	1.63	-0.96	-0.22	0.15
43.90	104.00	-0.19	40.62	0.58	-8.05	-0.27	1.63	-0.96	-0.22	0.15
43.92	104.00	-0.19	40.62	0.59	-8.07	-0.28	1.63	-0.96	-0.22	0.15
43.94	104.00	-0.20	40.62	0.58	-8.05	-0.29	1.63	-0.96	-0.22	0.15
43.96	104.00	-0.20	40.62	0.59	-8.07	-0.30	1.63	-0.96	-0.22	0.15
43.98	104.00	-0.22	40.62	0.58	-8.06	-0.27	1.63	-0.96	-0.22	0.15
44.00	104.00	-0.22	40.62	0.59	-8.06	-0.29	1.63	-0.96	-0.22	0.15
44.03	104.00	-0.22	40.62	0.57	-8.06	-0.29	1.63	-0.96	-0.22	0.15
44.04	104.00	-0.22	40.62	0.60	-8.05	-0.31	1.63	-0.96	-0.22	0.15
44.06	104.00	-0.20	40.62	0.59	-8.06	-0.26	1.63	-0.96	-0.22	0.15
44.08	104.00	-0.20	40.62	0.61	-8.07	-0.29	1.63	-0.96	-0.22	0.15
44.10	104.00	-0.20	40.62	0.59	-8.07	-0.27	1.63	-0.96	-0.22	0.15
44.12	104.00	-0.20	40.62	0.59	-8.06	-0.29	1.63	-0.96	-0.22	0.15
44.14	104.00	-0.17	40.62	0.59	-8.05	-0.29	1.63	-0.96	-0.22	0.15
44.16	104.00	-0.17	40.62	0.57	-8.04	-0.28	1.63	-0.96	-0.22	0.15
44.18	104.00	-0.17	40.62	0.60	-8.07	-0.27	1.63	-0.96	-0.22	0.15
44.20	104.00	-0.17	40.62	0.58	-8.07	-0.27	1.63	-0.96	-0.22	0.15
44.22	104.00	-0.17	40.62	0.58	-8.06	-0.26	1.63	-0.96	-0.22	0.15
44.24	104.00	-0.19	40.62	0.59	-8.09	-0.29	1.63	-0.96	-0.22	0.15
44.26	104.00	-0.19	40.62	0.59	-8.07	-0.24	1.63	-0.96	-0.22	0.15
44.28	104.00	-0.17	40.62	0.58	-8.04	-0.23	1.63	-0.96	-0.22	0.15
44.30	104.00	-0.17	40.62	0.58	-8.08	-0.26	1.63	-0.96	-0.22	0.15
44.32	104.00	-0.14	40.62	0.59	-8.04	-0.27	1.63	-0.96	-0.22	0.15
44.34	104.00	-0.14	40.62	0.61	-8.05	-0.29	1.63	-0.96	-0.22	0.15
44.36	104.00	-0.14	40.62	0.60	-8.06	-0.27	1.63	-0.96	-0.22	0.15
44.38	104.00	-0.14	40.62	0.59	-8.07	-0.29	1.63	-0.96	-0.22	0.15
44.40	104.00	-0.12	40.62	0.60	-8.05	-0.28	1.63	-0.96	-0.22	0.15
44.42	104.00	-0.12	40.62	0.60	-8.05	-0.26				
44.44	104.00	-0.16	40.62	0.59	-8.06	-0.26	4.20	-0.02	-1.40	2.14
44.46	104.00	-0.16	40.62	0.59	-8.04	-0.31	3.14	0.00	0.00	0.04
44.48	104.00	-0.16	40.62	0.58	-8.06	-0.26	1.63	-0.96	-0.22	0.15
44.50	104.00	-0.16	40.62	0.59	-8.05	-0.28	1.63	-0.96	-0.22	0.15
44.52	104.00	-0.12	40.62	0.60	-8.06	-0.26	1.63	-0.96	-0.22	0.15
44.54	104.00	-0.12	40.62	0.59	-8.05	-0.28	1.63	-0.96	-0.22	0.15
44.56	104.00	-0.15	40.62	0.58	-8.07	-0.29	1.63	-0.96	-0.22	0.15
44.58	104.00	-0.15	40.62	0.58	-8.06	-0.30	1.63	-0.96	-0.22	0.15
44.60	104.00	-0.12	40.62	0.60	-8.06	-0.29	1.63	-0.96	-0.22	0.15
44.62	104.00	-0.12	40.62	0.59	-8.07	-0.27	1.63	-0.96	-0.22	0.15
44.64	104.00	-0.16	40.62	0.59	-8.05	-0.27	1.63	-0.96	-0.22	0.15
44.66	104.00	-0.16	40.62	0.61	-8.06	-0.31	1.63	-0.96	-0.22	0.15
44.68	104.00	-0.17	40.62	0.60	-8.06	-0.26	1.63	-0.96	-0.22	0.15
44.70	104.00	-0.16	40.62	0.59	-8.06	-0.23	1.63	-0.96	-0.22	0.15
44.72	104.00	-0.16	40.62	0.60	-8.05	-0.28	1.63	-0.96	-0.22	0.15
44.74	104.00	-0.15	40.62	0.62	-8.07	-0.28	1.63	-0.96	-0.22	0.15
44.76	104.00	-0.15	40.62	0.60	-8.07	-0.26	1.63	-0.96	-0.22	0.15
44.78	104.00	-0.15	40.62	0.59	-8.05	-0.29	1.63	-0.96	-0.22	0.15
44.80	104.00	-0.15	40.62	0.61	-8.06	-0.26	1.63	-0.96	-0.22	0.15
44.82	104.00	-0.18	40.62	0.57	-8.06	-0.25	1.63	-0.96	-0.22	0.15
44.84	104.00	-0.18	40.62	0.58	-8.05	-0.31	1.63	-0.96	-0.22	0.15
44.86	104.00	-0.18	40.62	0.59	-8.08	-0.27	1.63	-0.96	-0.22	0.15
44.88	104.00	-0.18	40.62	0.59	-8.06	-0.29	1.63	-0.96	-0.22	0.15
44.90	104.00	-0.18	40.62	0.58	-8.07	-0.28	1.63	-0.96	-0.22	0.15
44.92	104.00	-0.18	40.62	0.57	-8.05	-0.27	1.63	-0.96	-0.22	0.15
44.94	104.00	-0.18	40.62	0.59	-8.06	-0.28	1.63	-0.96	-0.22	0.15
44.96	104.00	-0.18	40.62	0.59	-8.04	-0.26	1.63	-0.96	-0.22	0.15
44.98	104.00	-0.20	40.62	0.60	-8.06	-0.29	1.63	-0.96	-0.22	0.15
45.00	104.00	-0.20	40.62	0.62	-8.05	-0.26	1.63	-0.96	-0.22	0.15
45.02	104.00	-0.19	40.62	0.62	-8.07	-0.29	3.07	-0.50	-0.02	-1.21
45.04	104.00	-0.19	40.62	0.59	-8.05	-0.27	1.63	-0.96	-0.22	0.15
45.06	104.00	-0.17	40.62	0.59	-8.05	-0.29	1.63	-0.96	-0.22	0.15
45.08	104.00	-0.17	40.62	0.59	-8.05	-0.27	1.63	-0.96	-0.22	0.15
45.10	104.00	-0.16	40.62	0.59	-8.04	-0.28	1.63	-0.96	-0.22	0.15
45.12	104.00	-0.16	40.62	0.57	-8.05	-0.28	1.63	-0.96	-0.22	0.15
45.14	104.00	-0.16	40.62	0.59	-8.05	-0.27	1.63	-0.96	-0.22	0.15
45.16	104.00	-0.14	40.62	0.58	-8.06	-0.25	1.63	-0.96	-0.22	0.15
45.18	104.00	-0.14	40.62	0.60	-8.06	-0.27	1.63	-0.96	-0.22	0.15
45.20	104.00	-0.14	40.62	0.61	-8.07	-0.28	1.63	-0.96	-0.22	0.15
45.22	104.00	-0.14	40.62	0.59	-8.05	-0.28	1.63	-0.96	-0.22	0.15
45.24	104.00	-0.14	40.62	0.59	-8.05	-0.29	1.63	-0.96	-0.22	0.15
45.26	104.00	-0.14	40.62	0.58	-8.03	-0.28	1.63	-0.96	-0.22	0.15
45.28	104.00	-0.14	40.62	0.57	-8.07	-0.29	1.63	-0.96	-0.22	0.15
45.30	104.00	-0.14	40.62	0.59	-8.07	-0.25	1.63	-0.96	-0.22	0.15
45.32	104.00	-0.15	40.63	0.58	-8.06	-0.26	1.63	-0.96	-0.22	0.15
45.34	104.00	-0.15	40.63	0.58	-8.05	-0.26	1.63	-0.96	-0.22	0.15
45.36	104.00	-0.15	40.63	0.59	-8.04	-0.26	1.63	-0.96	-0.22	0.15
45.38	104.00	-0.15	40.63	0.59	-8.07	-0.29	1.63	-0.96	-0.22	0.15
45.40	104.00	-0.14	40.63	0.59	-8.04	-0.28	1.63	-0.96	-0.22	0.15
45.42	104.00	-0.14	40.63	0.61	-8.06	-0.31	1.63	-0.96	-0.22	0.15
45.44	104.00	-0.12	40.63	0.59	-8.06	-0.28	1.63	-0.96	-0.22	0.15
45.46	104.00	-0.12	40.63	0.58	-8.06	-0.26	1.63	-0.96	-0.22	0.15
45.48	104.00	-0.12	40.63	0.59	-8.05	-0.29	1.63	-0.96	-0.22	0.15
45.50	104.00	-0.12	40.63	0.59	-8.05	-0.27	1.63	-0.96	-0.22	0.15
45.52	104.00	-0.11	40.63	0.59	-8.05	-0.29	1.63	-0.96	-0.22	0.15
45.54	104.00	-0.11	40.63	0.60	-8.06	-0.29	1.63	-0.96	-0.22	0.15
45.56	104.00	-0.11	40.63	0.62	-8.05	-0.28	1.63	-0.96	-0.22	0.15
45.58	104.00	-0.12	40.63	0.61	-8.07	-0.27	1.63	-0.96	-0.22	0.15
45.60	104.00	-0.12	40.63	0.59	-8.06	-0.29	1.63	-0.96	-0.22	0.15
45.62	104.00	-0.11	40.63	0.59	-8.05	-0.33	1.63	-0.96	-0.22	0.15
45.64	104.00	-0.11	40.63	0.59	-8.05	-0.26	1.63	-0.96	-0.22	0.15
45.66	104.00	-0.11	40.63	0.62	-8.05	-0.29	1.63	-0.96	-0.22	0.15
45.68	104.00	-0.11	40.63	0.59	-8.06	-0.27	1.63	-0.96	-0.22	0.15
45.70	104.00	-0.08	40.63	0.60	-8.04	-0.27	1.63	-0.96	-0.22	0.15
45.72	104.00	-0.08	40.63	0.59	-8.05	-0.29	1.63	-0.96	-0.22	0.15
45.74	104.00	-0.08	40.63	0.60	-8.08	-0.30	1.63	-0.96	-0.22	0.15
45.76	104.00	-0.08	40.63	0.57	-8.07	-0.29	1.63	-0.96	-0.22	0.15
45.78	104.00	-0.06	40.63	0.58	-8.06	-0.29	1.63	-0.96	-0.22	0.15
45.80	104.00	-0.06	40.63	0.58	-8.05	-0.30	1.63	-0.96	-0.22	0.15
45.82	104.00	-0.06	40.63	0.58	-8.06	-0.25	1.63	-0.96	-0.22	0.15
45.84	104.00	-0.06	40.63	0.57	-8.07	-0.28	1.63	-0.96	-0.22	0.15
45.86	104.00	-0.05	40.63	0.59	-8.05	-0.27	1.63	-0.96	-0.22	0.15
45.88	104.00	-0.05	40.63	0.56	-8.06	-0.27	1.63	-0.96	-0.22	0.15
45.90	104.00	-0.04	40.63	0.59	-8.06	-0.27	1.63	-0.96	-0.22	0.15
45.92	104.00	-0.04	40.63	0.58	-8.06	-0.26	1.63	-0.96	-0.22	0.15
45.94	104.00	-0.04	40.63	0.61	-8.07	-0.28	1.63	-0.96	-0.22	0.15
45.96	104.00	-0.04	40.63	0.57	-8.07	-0.25	1.63	-0.96	-0.22	0.15
45.98	104.00	-0.02	40.63	0.60	-8.05	-0.26	1.63	-0.96	-0.22	0.15
46.00	104.00	-0.02	40.63	0.61	-8.06	-0.26	1.63	-0.96	-0.22	0.15
46.03	104.00	-0.02	40.63	0.60	-8.05	-0.24	1.63	-0.96	-0.22	0.15
46.04	104.00	0.00	40.62	0.60	-8.07	-0.27	1.63	-0.96	-0.22	0.15
46.06	104.00	0.00	40.62	0.60	-8.03	-0.25	1.63	-0.96	-0.22	0.15
46.08	104.00	0.00	40.62	0.58	-8.08	-0.27	1.63	-0.96	-0.22	0.15
46.10	104.00	0.00	40.62	0.61	-8.07	-0.28	1.63	-0.96	-0.22	0.15
46.12	104.00	0.00	40.62	0.59	-8.07	-0.28	1.63	-0.96	-0.22	0.15
46.14	104.00	0.00	40.62	0.60	-8.05	-0.27	1.63	-0.96	-0.22	0.15
46.16	104.00	0.00	40.62	0.59	-8.04	-0.29	1.63	-0.96	-0.22	0.15
46.18	104.00	0.00	40.62	0.59	-8.05	-0.28	1.63	-0.96	-0.22	0.15
46.20	104.00	0.00	40.62	0.62	-8.06	-0.29	1.63	-0.96	-0.22	0.15
46.22	104.00	0.00	40.62	0.58	-8.07	-0.27	1.63	-0.96	-0.22	0.15
46.24	104.00	-0.01	40.62	0.57	-8.05	-0.30	1.63	-0.96	-0.22	0.15
46.26	104.00	-0.01	40.62	0.58	-8.06	-0.29	1.63	-0.96	-0.22	0.15
46.28	104.00	-0.01	40.62	0.59	-8.08	-0.27	1.63	-0.96	-0.22	0.15
46.30	104.00	-0.01	40.62	0.57	-8.05	-0.28	1.63	-0.96	-0.22	0.15
46.32	104.00	0.00	40.62	0.58	-8.06	-0.29	1.63	-0.96	-0.22	0.15
46.34	104.00	0.00	40.62	0.58	-8.08	-0.27	1.63	-0.96	-0.22	0.15
46.36	104.00	-0.01	40.62	0.59	-8.06	-0.27	1.63	-0.96	-0.22	0.15
46.38	104.00	-0.01	40.62	0.59	-8.06	-0.28	1.63	-0.96	-0.22	0.15
46.40	104.00	-0.03	40.62	0.60	-8.07	-0.26	1.63	-0.96	-0.22	0.15
46.42	104.00	-0.03	40.62	0.58	-8.06	-0.28	1.63	-0.96	-0.22	0.15
46.44	104.00	-0.06	40.62	0.58	-8.07	-0.27	1.63	-0.96	-0.22	0.15
46.46	104.00	-0.06	40.62	0.59	-8.07	-0.26	1.63	-0.96	-0.22	0.15
46.48	104.00	-0.04	40.62	0.61	-8.06	-0.28	1.63	-0.96	-0.22	0.15
46.50	104.00	-0.07	40.62	0.60	-8.07	-0.28	1.63	-0.96	-0.22	0.15
